State,class
"22*S,b,",Botnet-TCP-Attempt-SPAM
I+i*i+i*I+z,Botnet-TCP-Established-HTTP-Ad
22*S+,Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
"11,S*R+r*",Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"11,r.r,A,r,",Botnet-TCP-Attempt-SPAM
"Y*Z,H,Z+z,I",Botnet-TCP-Attempt-SPAM
"Z,Y+y*Y,I,Z",Botnet-TCP-Established-HTTP-Ad
*s*s*s+s+s+,Botnet-TCP-Attempt-SPAM
11*B*s*,Botnet-TCP-Attempt-SPAM
22*s*B*s*,Botnet-TCP-Attempt-SPAM
"11*S*R,",Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
"88,y,",Botnet-TCP-HTTP-Google-Net-Established
"89,Z,z+",Botnet-TCP-HTTP-Google-Net-Established
"87,y.y,z,",Botnet-TCP-HTTP-Google-Net-Established
"22+s*S,B,S*",Botnet-TCP-Attempt-SPAM
22*s*S+s*,Botnet-TCP-Attempt-SPAM
"120S*s*S,S+",Botnet-TCP-Attempt-SPAM
11*s*S+s+S*,Botnet-TCP-Attempt-SPAM
+S0S+s*S+s+,Botnet-TCP-Attempt-SPAM
11.S.,Botnet-TCP-Attempt-SPAM
11*R.,Botnet-TCP-Attempt-SPAM
"y,z,Z,H,Y.Y",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
"88,R.R,z,",Botnet-TCP-WEB-Established
"21,R,r,r,R*",Botnet-TCP-Attempt-SPAM
"*S,r,s+R,S.",Botnet-TCP-Attempt-SPAM
210r*,Botnet-TCP-Attempt-SPAM
"2*S*S,S*s+s",Botnet-TCP-Attempt-SPAM
22*s*B*,Botnet-TCP-Attempt-SPAM
1*r*r*s*r*r,Botnet-TCP-Attempt-SPAM
11+r+S*S+S*,Botnet-TCP-Attempt-SPAM
12*A*r*,Botnet-TCP-Attempt-SPAM
110r*,Botnet-TCP-Attempt-SPAM
"R*R+A+r,r+B",Botnet-TCP-Attempt-SPAM
22*r*,Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
22*s*r+s*B*,Botnet-TCP-Attempt-SPAM
22*s*B*s*,Botnet-TCP-Attempt-SPAM
11+R*R+,Botnet-TCP-Attempt-SPAM
",r,s.r,s,A,",Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
11*r0,Botnet-TCP-Attempt-SPAM
11*R+,Botnet-TCP-Attempt-SPAM
"S,R*r+s*r*s",Botnet-TCP-Attempt-SPAM
11+S*R+R*,Botnet-TCP-Attempt-SPAM
"*r+A+R,R+r*",Botnet-TCP-Attempt-SPAM
"s*r*S,S.R*R",Botnet-TCP-Attempt-SPAM
"+s*r+r*s*S,",Botnet-TCP-Attempt-SPAM
"+r+R,r.S*s+",Botnet-TCP-Attempt-SPAM
22+S*S.,Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
11*R+,Botnet-TCP-Attempt-SPAM
11*R0,Botnet-TCP-Attempt-SPAM
"y,y.Y*H*Y,Y",Botnet-TCP-Established-HTTP-Ad
",Y*Y,H.Y*Y.",Botnet-TCP-Established-HTTP-Ad-yieldmanager
"y.Y.y.Y,Y.H",Botnet-TCP-Established-HTTP-Ad
Y*Y.H.Y.Y.y,Botnet-TCP-Established-HTTP-Ad
"18,Y.y.Y0",Botnet-TCP-Established-HTTP-Ad
y.y.y.y.y.y,Botnet-TCP-WEB-Established
.y.y.y.H.y.,Botnet-TCP-Established-HTTP-Ad
",y.y,Y.Y0Y.",Botnet-TCP-Established-HTTP-Ad
22*B*B*,Botnet-TCP-Attempt-SPAM
22+S*s*s*,Botnet-TCP-Attempt-SPAM
"2.r.R,R.R,r",Botnet-TCP-Attempt-SPAM
21.s.,Botnet-TCP-Attempt-SPAM
12*r*R+,Botnet-TCP-Attempt-SPAM
210S*,Botnet-TCP-Attempt-SPAM
55*r*,Botnet-TCP-Attempt-SPAM
"22.S,s,r,r.",Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
"11,S*",Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22+S0,Botnet-TCP-Attempt-SPAM
52*B*,Botnet-TCP-Attempt-SPAM
"11*R,",Botnet-TCP-Attempt-SPAM
21*A*r*A*,Botnet-TCP-Attempt-SPAM
",s,S*r*r*r*",Botnet-TCP-Attempt-SPAM
"1+R*s*r*R,R",Botnet-TCP-Attempt-SPAM
12+R*,Botnet-TCP-Attempt-SPAM
"88,y.",Botnet-TCP-WEB-Established
A+r+R.r.R*S,Botnet-TCP-Attempt-SPAM
22*R*,Botnet-TCP-Attempt-SPAM
",Y.Y+Y.Y+Y.",Botnet-TCP-Established-HTTP-Ad
z+z+z+z+z*i,Botnet-TCP-Established-HTTP-Ad
65*S+,Botnet-TCP-Attempt-SPAM
55*e*S+v*v*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"Y,Y.y.y.y,y",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22*s*,Botnet-TCP-Attempt-SPAM
21+S*S+S*,Botnet-TCP-Attempt-SPAM
22+s+,Botnet-TCP-Attempt-SPAM
88*y0,Botnet-TCP-CC-HTTP-Not-Encrypted
22*r0,Botnet-TCP-Attempt-SPAM
2200S+,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*s*s*,Botnet-TCP-Attempt-SPAM
"11,R.",Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*B*s*b*s*,Botnet-TCP-Attempt-SPAM
55*E*,Botnet-TCP-Attempt-SPAM
21*r*R+,Botnet-TCP-Attempt-SPAM
"+s,s+s+s+s+",Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
22*R+,Botnet-TCP-Attempt-SPAM
11.S.,Botnet-TCP-Attempt-SPAM
"21,R*",Botnet-TCP-Attempt-SPAM
s+B+s*s*B*s,Botnet-TCP-Attempt-SPAM
"22.S,R+r*",Botnet-TCP-Attempt-SPAM
"99,Z00",Botnet-TCP-Established-SPAM
22.S+s+s*S+,Botnet-TCP-Attempt-SPAM
11*r*S+S*s+,Botnet-TCP-Attempt-SPAM
22+S0,Botnet-TCP-Attempt-SPAM
"11.S*R+R,",Botnet-TCP-Attempt-SPAM
"220S+s,",Botnet-TCP-Attempt-SPAM
"22*S,",Botnet-TCP-Attempt-SPAM
22*S+S*s*S+,Botnet-TCP-Attempt-SPAM
22+s*s*S+,Botnet-TCP-Attempt-SPAM
"*r*r+a+R*R,",Botnet-TCP-Attempt-SPAM
"A,r+A+r,A,r",Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
"s+R,R*R,r+s",Botnet-TCP-Attempt-SPAM
"R+s+R,R+B+r",Botnet-TCP-Attempt-SPAM
12.S0,Botnet-TCP-Attempt-SPAM
"*B*r+r,R*r*",Botnet-TCP-Attempt-SPAM
"88.y,Y.y.Y*",Botnet-TCP-Established-HTTP-Ad
"H,y.y,H,H,H",Botnet-TCP-WEB-Established-SSL
"88,y,",Botnet-TCP-WEB-Established-SSL
",H,Y.Y,H,h,",Botnet-TCP-WEB-Established-SSL
"22,S0S+",Botnet-TCP-Attempt-SPAM
110s*,Botnet-TCP-Attempt-SPAM
"99.Z,",Botnet-TCP-WEB-Established
88*y*H*y*Y*,Botnet-TCP-WEB-Established-SSL
88*y*y*y*,Botnet-TCP-WEB-Established
88*y*,Botnet-TCP-WEB-Established
"+Y*y*y+Y,Y*",Botnet-TCP-WEB-Established-SSL
*y*y*v*y*y*,Botnet-TCP-WEB-Established-SSL
88*y*,Botnet-TCP-WEB-Established
"88,Y*H*y*",Botnet-TCP-WEB-Established-SSL
88*y*H*y*,Botnet-TCP-WEB-Established
88*y*v*y*Y+,Botnet-TCP-Established-SSL-Microsoft
"88*y*H*Y,Y*",Botnet-TCP-WEB-Established-SSL
88*Y+Y*h*,Botnet-TCP-WEB-Established-SSL
88*Y0,Botnet-TCP-WEB-Established
",Y*y*y*y*v*",Botnet-TCP-WEB-Established-SSL
",Y*Y,Y+Y*y*",Botnet-TCP-WEB-Established-SSL
88*y*y*,Botnet-TCP-WEB-Established
88*y*Y*y*y*,Botnet-TCP-WEB-Established-SSL
88*y*y*,Botnet-TCP-WEB-Established
"s+s+S,S+S,s",Botnet-TCP-Attempt-SPAM
"B+s+s,s+s,S",Botnet-TCP-Attempt-SPAM
"+B+S,S+s,B+",Botnet-TCP-Attempt-SPAM
"+S0S+S,B,s,",Botnet-TCP-Attempt-SPAM
"Y*Y,y,y,Y.y",Botnet-TCP-Established-SSL-Microsoft
"88,y+",Botnet-TCP-WEB-Established-SSL
",y,y,Y*Y+V*",Botnet-TCP-Established-SSL-Microsoft
"Y,y,Y+y*H*H",Botnet-TCP-Established-SSL-Microsoft
",Y*Y,y,Y*y+",Botnet-TCP-WEB-Established-SSL
"+Y,y.Y,y,y,",Botnet-TCP-WEB-Established-SSL
"y,y,y,y,H,y",Botnet-TCP-WEB-Established-SSL
"+B+s,s,B,S+",Botnet-TCP-Attempt-SPAM
"+s+s,S.S+S,",Botnet-TCP-Attempt-SPAM
"+B,S,S+B+s*",Botnet-TCP-Attempt-SPAM
"0S+s+s*S.S,",Botnet-TCP-Attempt-SPAM
",H,y,y,y,h,",Botnet-TCP-WEB-Established-SSL
"Y,y,H,H,y,y",Botnet-TCP-Established-SSL-Microsoft
"88.y,y,z,",Botnet-TCP-WEB-Established-SSL
"y,Y.y,y,H,I",Botnet-TCP-Established-Custom-Encryption
"88,H,H,H,y,",Botnet-TCP-WEB-Established
"+A+r+r+r,R*",Botnet-TCP-Attempt-SPAM
"s+s,B,s+b+S",Botnet-TCP-Attempt-SPAM
22*R+S.S.S.,Botnet-TCP-Attempt-SPAM
11*s*s*s*,Botnet-TCP-Attempt-SPAM
55*V0,Botnet-TCP-HTTP-Not-Encrypted-Down
11*r*,Botnet-TCP-Attempt-SPAM
"S,S*S,S+s+B",Botnet-TCP-Attempt-SPAM
"s+s,S*S,s,S",Botnet-TCP-Attempt-SPAM
"+B+s+s,S*B*",Botnet-TCP-Attempt-SPAM
"+s*B*S,b,S+",Botnet-TCP-Attempt-SPAM
12+R*,Botnet-TCP-Attempt-SPAM
11+R.,Botnet-TCP-Attempt-SPAM
"r+S,s+S.S+B",Botnet-TCP-Attempt-SPAM
"+S,s+s+s*B*",Botnet-TCP-Attempt-SPAM
+Y*z*Z.Z*y*,Botnet-TCP-Established-HTTP-Ad
88.Y0,Botnet-TCP-Established-HTTP-Ad
22*s*S+s+,Botnet-TCP-Attempt-SPAM
22*S+s+,Botnet-TCP-Attempt-SPAM
220r*,Botnet-TCP-Attempt-SPAM
12*s*s+s+,Botnet-TCP-Attempt-SPAM
"9*H*z+Z*Y,Z",Botnet-TCP-Established-HTTP-Ad
"99.Y,Z*z*",Botnet-TCP-Established-HTTP-Ad
"98,Y*I*y*",Botnet-TCP-WEB-Established
"99*z*z*Y,",Botnet-TCP-Established-HTTP-Ad
99.Z0,Botnet-TCP-Established-HTTP-Ad
99*y*x*,Botnet-TCP-Established-HTTP-Ad
"99,Z*z+",Botnet-TCP-Established-HTTP-Ad
98*Z+,Botnet-TCP-Established-HTTP-Ad
97*Y0Z*Y.Z*,Botnet-TCP-Established-HTTP-Ad
"Y*Y,Z+Y,Z*y",Botnet-TCP-Established-HTTP-Ad
.Y+Z*z0Z*Z.,Botnet-TCP-WEB-Established
89*x*,Botnet-TCP-Established-HTTP-Ad
"98,Z*z*z*",Botnet-TCP-WEB-Established
"81,r,y,Y.",Botnet-TCP-WEB-Established
99*z*,Botnet-TCP-Established-HTTP-Ad
"82,y.",Botnet-TCP-WEB-Established
",R.A.r.r.R,",Botnet-TCP-Attempt-SPAM
",z,y,y.z,Z*",Botnet-TCP-Established-HTTP-Ad
"11,R0",Botnet-TCP-Attempt-SPAM
20S*s*B*B*b,Botnet-TCP-Attempt-SPAM
"r*r*R+r,r+R",Botnet-TCP-Attempt-SPAM
11*S+R0,Botnet-TCP-Attempt-SPAM
21+R*,Botnet-TCP-Attempt-SPAM
22+S*s*,Botnet-TCP-Attempt-SPAM
"Z+Y.S,S.y.y",Botnet-TCP-WEB-Established
"Z.Y.y.Y.z,Y",Botnet-TCP-WEB-Established
"+S,s+S*s+s*",Botnet-TCP-Attempt-SPAM
"R*r+A+r+r,R",Botnet-TCP-Attempt-SPAM
11*r0r*,Botnet-TCP-Attempt-SPAM
11*r0,Botnet-TCP-Attempt-SPAM
"88,y,y,y,",Botnet-TCP-WEB-Established-SSL
"79.z.Y,X+Z,",Botnet-TCP-HTTP-Google-Net-Established
41000V*,Botnet-TCP-HTTP-Google-Net-Established
",i,I,Z*z*i*",Botnet-TCP-Established-HTTP-Ad
",Z.y,z,Y+Y,",Botnet-TCP-Established-HTTP-Ad
"*Y,x+X.X+x+",Botnet-TCP-HTTP-Google-Net-Established
"1+S*s*r*R,A",Botnet-TCP-Attempt-SPAM
",R+r+R,R+r,",Botnet-TCP-Attempt-SPAM
"s+S*S,S*s+s",Botnet-TCP-Attempt-SPAM
"*B*B*s+s+s,",Botnet-TCP-Attempt-SPAM
99.Z.,Botnet-TCP-WEB-Established
+B+s*s+s+s*,Botnet-TCP-Attempt-SPAM
11*B*,Botnet-TCP-Attempt-SPAM
21*s*r*,Botnet-TCP-Attempt-SPAM
22*S0S*s*,Botnet-TCP-Attempt-SPAM
"88,s,y,y,",Botnet-TCP-WEB-Established
"88.H.Y,",Botnet-TCP-WEB-Established
s+s+s+B+s*S,Botnet-TCP-Attempt-SPAM
"+s+s+s+s,S*",Botnet-TCP-Attempt-SPAM
"s+B+s*S,S+s",Botnet-TCP-Attempt-SPAM
11*S*s*,Botnet-TCP-Attempt-SPAM
"*S,s+B,s+s*",Botnet-TCP-Attempt-SPAM
22*S+s+,Botnet-TCP-Attempt-SPAM
"s*S,s+s,s+s",Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
220r*,Botnet-TCP-Attempt-SPAM
22*w0,Botnet-TCP-Attempt-SPAM
"Y*H+Y,Y+H+H",Botnet-TCP-Established-HTTP-Ad
"88,Y*Y.",Botnet-TCP-WEB-Established
22*S+S*s*,Botnet-TCP-Attempt-SPAM
R+S*S+s*r*s,Botnet-TCP-Attempt-SPAM
"11,r,",Botnet-TCP-Attempt-SPAM
"12.R,R.",Botnet-TCP-Attempt-SPAM
220S*,Botnet-TCP-Attempt-SPAM
"r,s,S.R,B,S",Botnet-TCP-Attempt-SPAM
55+v*,Botnet-TCP-Attempt-SPAM
"21,r,",Botnet-TCP-Attempt-SPAM
55*v*V0,Botnet-TCP-Attempt-SPAM
r+s+A+R*r*r,Botnet-TCP-Attempt-SPAM
"1*b*s*s*S,R",Botnet-TCP-Attempt-SPAM
B+S*S+s+B+s,Botnet-TCP-Attempt-SPAM
55*W+,Botnet-TCP-HTTP-Not-Encrypted-Down
22*r*,Botnet-TCP-Attempt-SPAM
12*r*A*,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
15*V*,Botnet-TCP-Attempt-SPAM
21+s+R*,Botnet-TCP-Attempt-SPAM
"11*R*R,",Botnet-TCP-Attempt-SPAM
81*R+,Botnet-TCP-CC-HTTP-Not-Encrypted
52*B*,Botnet-TCP-Attempt-SPAM
2*s*s*B*s+s,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
Y+y+Y*y*Y+Y,Botnet-TCP-Established-HTTP-Ad
*Y*Y+Y*y+H+,Botnet-TCP-Established-HTTP-Ad
22*b*b*S*,Botnet-TCP-Attempt-SPAM
510s*,Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
55*s0,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
55+V0,Botnet-TCP-Attempt-SPAM
"11*R,R.",Botnet-TCP-Attempt-SPAM
"z,y,Y.y,z.z",Botnet-TCP-WEB-Established
"88,H,y,",Botnet-TCP-WEB-Established
",e,h,v,H,E,",Botnet-TCP-Attempt-SPAM
"v,E,E,E,E,E",Botnet-TCP-CC-HTTP-Not-Encrypted
55*v*,Botnet-TCP-Attempt-SPAM
52*b*,Botnet-TCP-Attempt-SPAM
21+S*b*,Botnet-TCP-Attempt-SPAM
52*s*,Botnet-TCP-Attempt-SPAM
22*r0,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22+S*,Botnet-TCP-Attempt-SPAM
"s*S,s+S*s+s",Botnet-TCP-Attempt-SPAM
".x.x.x,X.X.",Botnet-TCP-Established-HTTP-Ad
z.z.Z.z.I.I,Botnet-TCP-WEB-Established
55*S+,Botnet-TCP-Attempt-SPAM
22*V0,Botnet-TCP-Attempt-SPAM
"y,y+y,y,y,H",Botnet-TCP-WEB-Established-SSL
",R+R,R+s*r*",Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
990i0,Botnet-TCP-Established
"8.y,y.Y,y,Y",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
22*s*,Botnet-TCP-Attempt-SPAM
"A.r.x.R,x.x",Botnet-TCP-WEB-Established
220S+,Botnet-TCP-Attempt-SPAM
21*r*S0s*,Botnet-TCP-Attempt-SPAM
"22*S,S*s*",Botnet-TCP-Attempt-SPAM
12*s*,Botnet-TCP-Attempt-SPAM
22*r*s*s*,Botnet-TCP-Attempt-SPAM
22*s*S+s*r*,Botnet-TCP-Attempt-SPAM
+I*I+i*i*I+,Botnet-TCP-Established-HTTP-Ad
"12,s+r,R*R+",Botnet-TCP-Attempt-SPAM
"1.R*R,R+R,R",Botnet-TCP-Attempt-SPAM
88*H*y0,Botnet-TCP-Established-SPAM
"22,S*S+",Botnet-TCP-Attempt-SPAM
"s*s+s+S,s+s",Botnet-TCP-Attempt-SPAM
"+s+s,s+s*s+",Botnet-TCP-Attempt-SPAM
88*H*y*y*e*,Botnet-TCP-Established-SPAM
"+S.S,s+s+s,",Botnet-TCP-Attempt-SPAM
"S*s+s,S*S+s",Botnet-TCP-Attempt-SPAM
8*z*Y*H*y*h,Botnet-TCP-Established-SPAM
.s.S.S.S.s.,Botnet-TCP-Attempt-SPAM
22*S+S0,Botnet-TCP-Attempt-SPAM
"2*R,S.s.B.S",Botnet-TCP-Attempt-SPAM
"550V,",Botnet-TCP-Attempt-SPAM
21*S*,Botnet-TCP-Attempt-SPAM
22*S0,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
12+S*B*s*s+,Botnet-TCP-Attempt-SPAM
11*s*,Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
21*b*,Botnet-TCP-Attempt-SPAM
"12,R*",Botnet-TCP-Attempt-SPAM
21+S*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"W.S.R.U,U.U",Botnet-UDP-Attempt-DNS
"Z.U,U.U.U,R",Botnet-UDP-DNS
21*S+,Botnet-TCP-Attempt-SPAM
11+s+A*,Botnet-TCP-Attempt-SPAM
22.R*,Botnet-TCP-Attempt-SPAM
",R.S.S.S.S.",Botnet-TCP-Attempt-SPAM
",S.R,r.r,r,",Botnet-TCP-Attempt-SPAM
12*r*S*s*,Botnet-TCP-Attempt-SPAM
120S*,Botnet-TCP-Attempt-SPAM
",f,E,Z+w,E,",Botnet-TCP-CC-HTTP-Not-Encrypted
210R+,Botnet-TCP-Attempt-SPAM
.Y.H.y.y.Y+,Botnet-TCP-Established-HTTP-Ad
220s*,Botnet-TCP-Attempt-SPAM
55*v0,Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
22*B*,Botnet-TCP-Attempt-SPAM
22*B*s*,Botnet-TCP-Attempt-SPAM
22*S0,Botnet-TCP-Attempt-SPAM
"11.A.S.R+r,",Botnet-TCP-Attempt-SPAM
"1,s,s,r,r.s",Botnet-TCP-Attempt-SPAM
",S*A*s+r,R*",Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
"22*S*R,",Botnet-TCP-Attempt-SPAM
520v*,Botnet-TCP-Attempt-SPAM
990i0,Botnet-UDP-Attempt
990i0,Botnet-UDP-Custom-Encryption
22*s0,Botnet-TCP-Attempt-SPAM
11+R*s*,Botnet-TCP-Attempt-SPAM
11*r*,Botnet-TCP-Attempt-SPAM
21*R*,Botnet-TCP-Attempt-SPAM
99*z*z*Y*Z*,Botnet-TCP-Established-HTTP-Ad
R.V.V*v*R.V,Botnet-TCP-Established-HTTP-Ad
",Y*z*i*y*Y.",Botnet-TCP-Established-HTTP-Ad
*z*y*Y+z*z+,Botnet-TCP-Established-HTTP-Ad-yieldmanager
98*z*h*y*y*,Botnet-TCP-WEB-Established
*z+Z.Z+z+z+,Botnet-TCP-Established-HTTP-Ad
"y,U*Z.Z.R*Z",Botnet-TCP-Established-HTTP-Ad
z*z*I+i*i*i,Botnet-TCP-Established-HTTP-Ad
99*z*y*Z*Y*,Botnet-TCP-WEB-Established
"21*S0S,",Botnet-TCP-Attempt-SPAM
i+I+I+I+I+i,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data
11+S*R+,Botnet-TCP-Attempt-SPAM
",s+S*S*R+s*",Botnet-TCP-Attempt-SPAM
"21+R,R,",Botnet-TCP-Attempt-SPAM
"88,y,y,y,",Botnet-TCP-Established-HTTP-Binary-Download
22*s*,Botnet-TCP-Attempt-SPAM
22*S+S*,Botnet-TCP-Attempt-SPAM
"11,a,",Botnet-UDP-Attempt-DNS
11.R+R*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
22*B+,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
55*v*,Botnet-TCP-Attempt-SPAM
11.R*,Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
"22,S.R+",Botnet-TCP-Attempt-SPAM
"11,r.",Botnet-TCP-Attempt-SPAM
22*s+,Botnet-TCP-Attempt-SPAM
"21,r,",Botnet-TCP-Attempt-SPAM
22*B*S*s*,Botnet-TCP-Attempt-SPAM
22*s*s+,Botnet-TCP-Attempt-SPAM
11.S*R+S0,Botnet-TCP-Attempt-SPAM
"*R+R*r*r*R,",Botnet-TCP-Attempt-SPAM
21+R0,Botnet-TCP-Attempt-SPAM
"r*S,R*S*R*R",Botnet-TCP-Attempt-SPAM
"+B+s,s+s,S*",Botnet-TCP-Attempt-SPAM
"*b*S,R*R+R.",Botnet-TCP-Attempt-SPAM
22*S+,Botnet-TCP-Attempt-SPAM
"+B+B+s,S*S,",Botnet-TCP-Attempt-SPAM
"+S,s,S+s+s*",Botnet-TCP-Attempt-SPAM
"22+s+s*S,S+",Botnet-TCP-Attempt-SPAM
"+S,S+s+B+S,",Botnet-TCP-Attempt-SPAM
S*s*B*s+r+r,Botnet-TCP-Attempt-SPAM
*s+s*s*s+s*,Botnet-TCP-Attempt-SPAM
y.Y.Y.y.y.y,Botnet-TCP-WEB-Established
120S*,Botnet-TCP-Attempt-SPAM
22*B*s*,Botnet-TCP-Attempt-SPAM
22*S+s*,Botnet-TCP-Attempt-SPAM
22*s*S+S*s+,Botnet-TCP-Attempt-SPAM
22*B*S+s*S+,Botnet-TCP-Attempt-SPAM
"22*s*s+S,",Botnet-TCP-Attempt-SPAM
"22*s*s+S,",Botnet-TCP-Attempt-SPAM
",s+r*R,R*r*",Botnet-TCP-Attempt-SPAM
110R+,Botnet-TCP-Attempt-SPAM
22+S*,Botnet-TCP-Attempt-SPAM
22*s*,Botnet-TCP-Attempt-SPAM
"11*r*R,R*",Botnet-TCP-Attempt-SPAM
12+R*r*R+R*,Botnet-TCP-Attempt-SPAM
21*R*,Botnet-TCP-Attempt-SPAM
"11*R,R*R,R+",Botnet-TCP-Attempt-SPAM
*S+t*a*R+R*,Botnet-TCP-Attempt-SPAM
11+r*R*,Botnet-TCP-Attempt-SPAM
11*r*r*,Botnet-TCP-Attempt-SPAM
12*r*,Botnet-TCP-Attempt-SPAM
11*r*r*,Botnet-TCP-Attempt-SPAM
i+i+i*i*i*i,Botnet-TCP-Established-HTTP-Ad
"88,Y.Y,Y.Y,",Botnet-TCP-WEB-Established
88.Y.h.Y.Y.,Botnet-TCP-WEB-Established
22*B*,Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
22*b*,Botnet-TCP-Attempt-SPAM
"22*r*R,B,r,",Botnet-TCP-Attempt-SPAM
12*A*,Botnet-TCP-Attempt-SPAM
"11,R.",Botnet-TCP-Attempt-SPAM
"*A*R,R+r*A*",Botnet-TCP-Attempt-SPAM
",I,Z+Y,I,z+",Botnet-TCP-Established-HTTP-Ad
"+s+s+s+S,S*",Botnet-TCP-Attempt-SPAM
"12*S,R+s+",Botnet-TCP-Attempt-SPAM
11*s0,Botnet-TCP-Attempt-SPAM
2*s+S*s*s*s,Botnet-TCP-Attempt-SPAM
"+s*s+s*S,s+",Botnet-TCP-Attempt-SPAM
22+s*,Botnet-TCP-Attempt-SPAM
22+s*S.,Botnet-TCP-Attempt-SPAM
120S*,Botnet-TCP-Attempt-SPAM
12*s*s*S+,Botnet-TCP-Attempt-SPAM
12*s0,Botnet-TCP-Attempt-SPAM
"11.S,",Botnet-TCP-Attempt-SPAM
22*s0,Botnet-TCP-Attempt-SPAM
92*b*S*,Botnet-TCP-Attempt-SPAM
92*b*S*,Botnet-TCP-HTTP-Not-Encrypted-Down
12*s*,Botnet-TCP-Attempt-SPAM
",H,y.z,I,y,",Botnet-TCP-Not-Encrypted-SMTP-Private-Proxy
21*r0,Botnet-TCP-Attempt-SPAM
21*r*,Botnet-TCP-Attempt-SPAM
"1+R.R+R0R,R",Botnet-TCP-Attempt-SPAM
11+r*r*,Botnet-TCP-Attempt-SPAM
"21+r,R0S*",Botnet-TCP-Attempt-SPAM
21*S0,Botnet-TCP-Attempt-SPAM
11*R*,Botnet-TCP-Attempt-SPAM
22*b*b*,Botnet-TCP-Attempt-SPAM
11*r*S0,Botnet-TCP-Attempt-SPAM
"+B*s+r*S,R*",Botnet-TCP-Attempt-SPAM
"+s*s*s*S,S*",Botnet-TCP-Attempt-SPAM
11*A*,Botnet-TCP-Attempt-SPAM
110R+,Botnet-TCP-Attempt-SPAM
"*R+s+r*S.R,",Botnet-TCP-Attempt-SPAM
*S*S+S*s*s*,Botnet-TCP-Attempt-SPAM
*s+s*s*s*s+,Botnet-TCP-Attempt-SPAM
+b+b+b+b+b+,Botnet-TCP-Attempt-SPAM
"1.R.S.R*R,R",Botnet-TCP-Attempt-SPAM
11+R*,Botnet-TCP-Attempt-SPAM
12+r*R*r*r+,Botnet-TCP-Attempt-SPAM
11*r*r*,Botnet-TCP-Attempt-SPAM
21.S.,Botnet-TCP-Attempt-SPAM
"11,R*s*S+s+",Botnet-TCP-Attempt-SPAM
"21*R,S0",Botnet-TCP-Attempt-SPAM
r*s+R*s*r+r,Botnet-TCP-Attempt-SPAM
r*r*r+R.S*s,Botnet-TCP-Attempt-SPAM
22.R+R*s*S+,Botnet-TCP-Attempt-SPAM
"210S*S,R*R+",Botnet-TCP-Attempt-SPAM
"11.r,",Botnet-TCP-Attempt-SPAM
55+V*,Botnet-TCP-Attempt-SPAM
"s,r+s+r+r,S",Botnet-TCP-Attempt-SPAM
