src,dst,port,proto,State,label,class,modelsize
147.32.84.193,148.235.52.46,25.0,tcp,"S,B,",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,150.186.92.225,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,150.70.226.96,25.0,tcp,"R,R*",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,151.189.21.118,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,161.85.125.4,25.0,tcp,R*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,163.26.227.180,6667.0,tcp,s*r*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,165.212.8.32,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,167.206.4.79,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,168.61.70.64,25.0,tcp,"S.R,A,r.",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,168.61.70.65,25.0,tcp,"R+r*R,",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,168.61.70.66,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,168.61.70.72,25.0,tcp,"R,r.r.R.",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,17.148.17.43,25.0,tcp,R*r*B*s*,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,17.148.17.44,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,17.148.17.45,25.0,tcp,"s,R+R,S*",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,173.192.170.88,80.0,tcp,"z+W,F,F,f,E,z+w,z,w,F,E,z+w,z,w,w,E,y+z+W,F,F,f,E,z+w,f,F,f,E,z+w,I,w,f,E,z+w,F,I,e,z+w,I,w,e,z+w,F,w,E,z+w,F,v,z+w,w,w,f,E,z+z,F,f,E,z+w,F,w+y,z+w,F,F,f,E,y+z*W,F,F,F,E,z+w,w,F,f,E,y+z*W,F,F,v+I+w,I,z,F,e,z+z,f,f,E,z+w,I,F,f,h,z+w,F,F,f,E,I,F,I,f,f,e,",Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,257
147.32.84.193,173.241.240.4,80.0,tcp,X.,Botnet-TCP-Established-HTTP-Ad,botnet,7
147.32.84.193,174.129.193.6,80.0,tcp,"y.Y,",Botnet-TCP-WEB-Established,botnet,9
147.32.84.193,174.143.82.68,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,174.36.246.56,80.0,tcp,"h.y.y.Y*Y.H.H.H.H.Y*Y,y.H.Y+Y*Y,y.y.Y+Y,y.y.Y+Y,Y+Y,y.y.Y+Y.y.y.y.y.Y+Y,y.y.y.y.Y*y+H*H*y*y*y*y*H+H*h*H+",Botnet-TCP-Established-HTTP-Ad,botnet,109
147.32.84.193,175.157.83.139,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,178.123.120.76,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,178.123.128.190,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,178.124.71.128,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,180.177.137.11,6667.0,tcp,v*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,180.222.136.3,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,180.241.86.20,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,182.7.145.156,6667.0,tcp,V0,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,183.79.29.234,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,188.24.248.248,6667.0,tcp,s*B*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,188.72.241.107,3524.0,udp,,Botnet-UDP-Attempt,botnet,5
147.32.84.193,188.72.241.107,3524.0,udp,,Botnet-UDP-Custom-Encryption,botnet,5
147.32.84.193,190.10.161.143,6667.0,tcp,E*t*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,190.55.176.74,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,192.168.88.148,2869.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,193.105.210.21,999.0,tcp,Z0i0,Botnet-TCP-CC-Plain-HTTP-Encrypted-Data,botnet,9
147.32.84.193,193.107.29.129,25.0,tcp,r+A*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,193.252.122.103,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,193.252.22.141,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,193.40.195.167,25.0,tcp,"R,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,194.0.131.41,25.0,tcp,"s+S*S,S+s*b*S+s*S,S*s+s+s*S,S*s+s+s,B,S*s+s*s+s,s+s*",Botnet-TCP-Attempt-SPAM,botnet,57
147.32.84.193,194.1.145.236,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,194.116.198.77,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,194.134.42.41,25.0,tcp,"r,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,194.25.134.72,25.0,tcp,S*R.R*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,194.25.134.8,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,195.113.232.75,80.0,tcp,"Z+I,z+",Botnet-TCP-WEB-Established,botnet,11
147.32.84.193,195.113.232.81,80.0,tcp,,Botnet-TCP-Established-HTTP-Ad,botnet,5
147.32.84.193,195.113.232.82,80.0,tcp,"R,Y.z.Z.R*Y.y.Y,Y*R.Y.Y*y*Z.Y,R0Y*r+",Botnet-TCP-Established-HTTP-Ad,botnet,41
147.32.84.193,195.113.232.83,80.0,tcp,"Z.Z,Z.Z*z*z*z*Y.Z*",Botnet-TCP-Established-HTTP-Ad,botnet,23
147.32.84.193,195.113.232.88,80.0,tcp,"i.Z.x.Z.Z,Z.Z+Z.Z+Z.Z.Z.z.z.Z+I+y+y,z+z+y,Y*y+z+y+y,Z+z+Y,Z+z+Z*z*z+y+Z*z+z*z*z*",Botnet-TCP-Established-HTTP-Ad-yieldmanager,botnet,85
147.32.84.193,195.113.232.89,80.0,tcp,Z.Z*Z*,Botnet-TCP-WEB-Established,botnet,11
147.32.84.193,195.113.232.90,80.0,tcp,"y,x,X,H,y,y.",Botnet-TCP-Established-HTTP-Ad,botnet,17
147.32.84.193,195.113.232.91,80.0,tcp,"Z+Z.Z.Z.X+Y.Z.Z.X.Z.Z.z.z.Z*X,",Botnet-TCP-Established-HTTP-Adobe,botnet,35
147.32.84.193,195.113.232.96,80.0,tcp,"i*y*y*Y,Z+y*y+y+z+Y0Y+",Botnet-TCP-Established-HTTP-Ad,botnet,27
147.32.84.193,195.113.232.97,80.0,tcp,Y*R.y.R+Y.Y.R*Z.Y.Z*Z.V*r*Y.v.Y*r*Y.V*r*r*,Botnet-TCP-Established-HTTP-Ad,botnet,47
147.32.84.193,195.113.232.98,80.0,tcp,I*z+H*Z*,Botnet-TCP-Established-HTTP-Ad,botnet,13
147.32.84.193,195.186.18.144,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,195.190.13.70,80.0,tcp,"I+i+I+i+I+I+i+I+I+I+I+i+i+i+I+i+i+i+i+I+I+I+i+i+i+i+i+I+I+i+I+I+I+I+i+i+i+i+I+I+i+i+i+i+i+i+i+I+I+i+I+i+I+z+I+i+I+i+i+I+i+z,I,z+H+",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data,botnet,135
147.32.84.193,195.190.134.213,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,195.214.192.101,25.0,tcp,"S,S*B*B*B+s+s*s+s+s*S+s+s*B+s*s+B+s*S,S*s*",Botnet-TCP-Attempt-SPAM,botnet,47
147.32.84.193,195.4.92.211,25.0,tcp,"s,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,195.50.106.142,25.0,tcp,"S+s+s+S,s,s,S*S,r+S*s+",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.193,195.75.94.108,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,195.88.191.59,80.0,tcp,"y,y,",Botnet-TCP-Established-HTTP-Binary-Download,botnet,9
147.32.84.193,196.0.35.154,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,199.91.33.184,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,200.147.36.13,25.0,tcp,"r*R,R*",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,200.147.36.15,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,200.91.27.33,25.0,tcp,R*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,202.137.234.30,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,202.159.214.105,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,203.122.199.80,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,203.192.212.21,6667.0,tcp,v*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,203.252.3.229,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,204.127.217.16,25.0,tcp,B*B+B*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,204.127.217.21,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,204.232.236.144,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,204.232.236.162,25.0,tcp,R.S.,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,204.232.236.214,25.0,tcp,"R*r+S*R.R.R.S.S.S,a,r.r.r.R.r.R.R,r.s,r.r.A.R,r.r,R.R*",Botnet-TCP-Attempt-SPAM,botnet,59
147.32.84.193,204.232.236.234,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,205.178.149.7,25.0,tcp,r*S.,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,205.188.103.1,25.0,tcp,"R+R,r,S0S+s,S*s*s+s,s+s+",Botnet-TCP-Attempt-SPAM,botnet,29
147.32.84.193,205.188.146.193,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,205.188.156.193,25.0,tcp,s+s+,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,205.188.159.42,25.0,tcp,"S,b,",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,205.188.190.1,25.0,tcp,S*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,205.188.59.193,25.0,tcp,"s,S*s+",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,206.46.232.11,25.0,tcp,s*S+s*S+,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,206.46.232.39,25.0,tcp,S+,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,207.115.11.16,25.0,tcp,B+B*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,207.115.20.21,25.0,tcp,s*s*s*B*,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,207.115.20.23,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,207.115.21.20,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,207.115.21.22,25.0,tcp,R+S*s*B*B*,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.193,207.115.21.24,25.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,207.115.36.20,25.0,tcp,S*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,207.115.37.21,25.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,207.115.37.23,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,207.126.147.10,25.0,tcp,r*s*r*A*s+r*r+,Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.193,207.171.189.80,80.0,tcp,,Botnet-TCP-WEB-Established,botnet,5
147.32.84.193,207.223.8.109,25.0,tcp,s+s*s*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,207.223.8.110,25.0,tcp,s+s*s*,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,208.123.68.19,25.0,tcp,"b.S.S,",Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,208.53.48.175,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,208.65.144.13,25.0,tcp,R+R*r*s*,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,208.65.144.2,25.0,tcp,S*R.R.,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,208.65.144.3,25.0,tcp,A*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,208.65.145.13,25.0,tcp,A*r*R+R*R+,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.193,208.65.145.2,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,208.65.145.3,25.0,tcp,"r*R,",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,208.73.210.29,80.0,tcp,i*z*z+i*i+i*i+i*i*z*z*z*z+z*z*I+i+i*I+,Botnet-TCP-Established-HTTP-Ad,botnet,43
147.32.84.193,208.87.233.190,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,208.88.180.139,80.0,tcp,"y+Y,",Botnet-TCP-WEB-Established,botnet,9
147.32.84.193,208.88.180.89,80.0,tcp,"Y,",Botnet-TCP-WEB-Established,botnet,7
147.32.84.193,208.89.132.27,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,209.181.247.105,25.0,tcp,a.R+R*B*b*,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.193,209.190.94.170,80.0,tcp,"Y+Y,H,z+y,I,Y*Z,H,Z+Z,h,Z+Y,H,Y+Y,Z+Y,Y+Y,Y+H*Z,i,z+y,y,Y+Z,h,Z+Z,H,Y*Z,I,Z+Z,I,Z*Z,h,Z+Y,H,Z+Y,Z+Z,I,Z+Z,y,z+y,H,",Botnet-TCP-Established-HTTP-Ad,botnet,119
147.32.84.193,209.191.88.254,25.0,tcp,"S*s+s*S+s+s+s*s+s,s+",Botnet-TCP-Attempt-SPAM,botnet,25
147.32.84.193,209.202.254.14,25.0,tcp,R*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,209.235.147.38,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,209.240.157.116,25.0,tcp,S*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,209.85.225.27,25.0,tcp,"s,S*s+s*B*s*s+S,s+",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.193,209.86.93.226,25.0,tcp,S+b+,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,209.86.93.227,25.0,tcp,S+b+,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,209.86.93.228,25.0,tcp,r*s*s+,Botnet-TCP-Attempt-SPAM,botnet,11
147.32.84.193,212.170.236.90,25.0,tcp,"R,r,r.R,r.r,R+S,r,",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.193,212.227.15.134,25.0,tcp,S*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,212.227.15.150,25.0,tcp,R*S*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,212.227.15.169,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,212.247.156.1,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,212.27.48.7,25.0,tcp,r*r*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,212.55.154.36,25.0,tcp,"r,R*",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,212.82.111.207,25.0,tcp,B+B+S*S*,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,213.123.20.90,25.0,tcp,"s+S,S*s*s+",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.193,213.165.64.100,25.0,tcp,s*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,213.165.64.102,25.0,tcp,S*B*s*s*,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,213.165.65.50,25.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,213.166.211.224,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,213.180.204.38,25.0,tcp,"s+s,S*S*s+",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.193,213.199.180.150,25.0,tcp,"R*S+r+R*A*r*s*R,R+S*R+",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.193,213.205.33.248,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,213.205.33.249,25.0,tcp,r*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,213.208.132.53,25.0,tcp,"r,",Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,213.75.3.30,25.0,tcp,"r,A.A.r,s.r,r,R0R*",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.193,216.104.161.4,25.0,tcp,"S,S*s*A+",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,216.104.161.5,25.0,tcp,S*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,216.151.178.234,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,216.163.188.54,25.0,tcp,R*r*r*R.,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,216.163.188.58,25.0,tcp,r*r*A*r*,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,216.17.3.48,25.0,tcp,r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,216.200.145.235,25.0,tcp,s*r*A*s*,Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,216.32.180.22,25.0,tcp,"R+r*B*R,s+S*r*R,S+",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.193,216.32.181.178,25.0,tcp,s+r+R.r.S*S+r+S*r+s+r*r*r*r*r*,Botnet-TCP-Attempt-SPAM,botnet,35
147.32.84.193,216.33.127.20,25.0,tcp,S*B*s*s+r*,Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.193,216.69.186.201,25.0,tcp,"R+r,A,R*S+r,r,R*B*s+s,r+R*",Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.193,216.77.188.73,25.0,tcp,B+B*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,216.8.68.227,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,216.82.241.83,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,216.82.249.147,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,216.82.250.99,25.0,tcp,r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,216.82.253.227,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,217.163.21.34,80.0,tcp,Y*y0Y.Y+,Botnet-TCP-Established-HTTP-Ad,botnet,13
147.32.84.193,217.163.21.35,80.0,tcp,y.y.Y.y.y.y.Y.Y.Y*Y.y.y.Y0Y.,Botnet-TCP-Established-HTTP-Ad-yieldmanager,botnet,33
147.32.84.193,217.163.21.36,80.0,tcp,"Y.y.y.Y.y.y.y.y.y.y.y.Y*y*Y,Y+Y,Y*Y.Y*Y.",Botnet-TCP-Established-HTTP-Ad,botnet,45
147.32.84.193,217.163.21.37,80.0,tcp,"y.y,H.H.y,y,Y*Y.y,y.y.y.Y.Y,Y.H.y,Y*Y.y.y.y.Y*y*Y.Y*",Botnet-TCP-Established-HTTP-Ad,botnet,57
147.32.84.193,217.163.21.38,80.0,tcp,"h.y.Y,Y,Y*Y.H.Y.y.y.y.y,Y*Y.y.y.h.Y.Y0Y,",Botnet-TCP-Established-HTTP-Ad,botnet,45
147.32.84.193,217.163.21.39,80.0,tcp,"y.Y.Y.y.Y*Y.Y,",Botnet-TCP-WEB-Established,botnet,19
147.32.84.193,217.163.21.40,80.0,tcp,,Botnet-TCP-Established-HTTP-Ad,botnet,5
147.32.84.193,217.163.21.41,80.0,tcp,"H.Y.H.y.y.y.y.H.Y*Y.y.Y.y.Y.h.Y*Y.y.y.y.y.y.y.y.y.y.Y*Y,",Botnet-TCP-Established-HTTP-Ad,botnet,61
147.32.84.193,217.169.121.227,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,217.197.114.147,25.0,tcp,"s*s+s+s,B,b,",Botnet-TCP-Attempt-SPAM,botnet,17
147.32.84.193,217.197.114.150,25.0,tcp,"S0S+B+s,s+s+s+",Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.193,217.197.114.155,25.0,tcp,B+,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,217.197.114.173,25.0,tcp,"s+s+s+s+S,s+s+s*",Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.193,217.72.192.149,25.0,tcp,r*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,217.72.192.188,25.0,tcp,"s.s.S.R,r,B,S*S*",Botnet-TCP-Attempt-SPAM,botnet,21
147.32.84.193,217.73.227.210,80.0,tcp,"y.Y.Y,Y.",Botnet-TCP-WEB-Established,botnet,13
147.32.84.193,218.57.210.214,6667.0,tcp,S+,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,219.145.198.122,6667.0,tcp,,Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,5
147.32.84.193,220.228.154.13,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,222.15.69.195,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,24.113.32.85,25.0,tcp,"R.R,R*r*",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,24.40.8.248,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,38.113.116.218,25.0,tcp,"R0R,",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,41.134.172.234,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,41.202.25.64,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,46.4.35.23,25.0,tcp,"r,S*R+S*R,R*r*r*B*",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.193,50.22.198.84,80.0,tcp,"Y.Y,Y.Y,Y.Y.Y.Y.Y.Y.Y.Y.Y.Y,Y.Y.Y.Y,Y.Y+Y.Y,Y.Y+Y.Y,Y.",Botnet-TCP-Established-HTTP-Ad,botnet,59
147.32.84.193,50.23.235.4,80.0,tcp,z+z+z+Z*Z+z+z+z+z+z+z*i+z*Y+z+z+z+z+z+z+Z*Y+z+y+Z*Z+z+z+z+z*z+z+z+z+z+,Botnet-TCP-Established-HTTP-Ad,botnet,75
147.32.84.193,58.143.125.236,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,59.103.24.245,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,59.162.127.194,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,59.78.181.188,6667.0,tcp,B*s*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,59.99.155.43,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,60.190.223.75,888.0,tcp,"y,y.Y,y,Y*Y,y.H,y.y,y.",Botnet-TCP-CC-Plain-HTTP-Encrypted-Data,botnet,27
147.32.84.193,61.0.114.185,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,61.17.216.19,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,61.17.216.27,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,61.17.216.4,6667.0,tcp,s*,Botnet-TCP-CC-HTTP-Not-Encrypted,botnet,7
147.32.84.193,61.17.216.69,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,61.17.216.82,6667.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,61.17.216.89,6667.0,tcp,s*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,61.82.197.229,6667.0,tcp,v*,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,62.141.94.173,25.0,tcp,"S*s+S,S+s*S,S+s+s+s*s+s+s+S*S+s*B*s+s*s+s*S,s+",Botnet-TCP-Attempt-SPAM,botnet,51
147.32.84.193,62.146.106.39,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,62.211.72.32,25.0,tcp,R*A*,Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,62.24.139.61,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,62.24.202.3,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,63.101.151.10,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,63.230.176.149,25.0,tcp,"r,A,r,r,",Botnet-TCP-Attempt-SPAM,botnet,13
147.32.84.193,63.251.133.40,25.0,tcp,,Botnet-TCP-Attempt-SPAM,botnet,5
147.32.84.193,64.12.138.161,25.0,tcp,"s+s+B+s+s+s+b+s+s+B+s,S+s*",Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.193,64.12.139.193,25.0,tcp,"r,S+s*S+B+s+s,s,b,s,S+",Botnet-TCP-Attempt-SPAM,botnet,27
147.32.84.193,64.12.90.1,25.0,tcp,"s+s*s+s+s,S*s+s,B+s,S+S,S+",Botnet-TCP-Attempt-SPAM,botnet,31
147.32.84.193,64.12.90.33,25.0,tcp,"s*S,",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,64.12.90.65,25.0,tcp,"s,R*",Botnet-TCP-Attempt-SPAM,botnet,9
147.32.84.193,64.12.90.66,25.0,tcp,"s,S*s+b+s+",Botnet-TCP-Attempt-SPAM,botnet,15
147.32.84.193,64.12.90.97,25.0,tcp,"B+s,B+s+s+s,B,s+s+",Botnet-TCP-Attempt-SPAM,botnet,23
147.32.84.193,64.12.90.98,25.0,tcp,B+,Botnet-TCP-Attempt-SPAM,botnet,7
147.32.84.193,64.18.4.10,25.0,tcp,"R,R*r+r+R,R+s+r,R*r+R,r,S+r*R,R*r*B*R+B+r+B+r*r+r*a*",Botnet-TCP-Attempt-SPAM,botnet,57
147.32.84.193,64.18.4.11,25.0,tcp,R*r*s*S+s*B*r*,Botnet-TCP-Attempt-SPAM,botnet,19
147.32.84.193,64.18.4.13,25.0,tcp,S*s*s*,Botnet-TCP-Attempt-SPAM,botnet,11
